AGE,FITNESS_CLASS_NAME,GENDER,MARITAL_STATUS,PROFESSION,SIGN_UP_REASON
38.0,Zumba,F,Unspecified,Hospitality,Lose Weight
55.0,Pilates,M,Unspecified,Other,Tone
55.0,Pilates,M,Unspecified,Other,Lose Weight
21.0,Bodybuilding Bootcamp,M,Single,Sales,Build Muscle
21.0,Yoga,M,Single,Sales,Tone
57.0,Yoga,F,Married,Other,Tone
57.0,Yoga,F,Married,Other,Tone
57.0,Yoga,F,Married,Other,Tone
24.0,Zumba,F,Single,Sales,Lose Weight
34.0,Bodybuilding Bootcamp,F,Married,Executive,Tone
34.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
34.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
34.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
34.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
28.0,Zumba,F,Single,Sales,Lose Weight
29.0,Yoga,M,Single,Sales,Maintain
21.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
21.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
21.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
39.0,Pilates,F,Married,Other,Tone
39.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
39.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
39.0,Pilates,F,Married,Other,Tone
34.0,Yoga,M,Single,Trades,Tone
34.0,Yoga,M,Single,Trades,Tone
34.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
34.0,Bodybuilding Bootcamp,F,Married,Executive,Lose Weight
26.0,Yoga,F,Married,Other,Maintain
26.0,Yoga,F,Married,Other,Tone
37.0,Zumba,F,Single,Other,Build Muscle
29.0,Zumba,F,Single,Other,Lose Weight
19.0,Bodybuilding Bootcamp,M,Single,Professional,Maintain
41.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
41.0,Bodybuilding Bootcamp,M,Married,Other,Tone
41.0,Bodybuilding Bootcamp,M,Married,Other,Tone
27.0,Zumba,F,Single,Professional,Build Muscle
33.0,Yoga,M,Single,Trades,Tone
38.0,Zumba,F,Single,Other,Lose Weight
44.0,Yoga,F,Married,Other,Tone
40.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
40.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
40.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
40.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
31.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
32.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
35.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
35.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
18.0,Zumba,F,Single,Professional,Tone
40.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Other,Lose Weight
40.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
57.0,Pilates,M,Married,Trades,Tone
57.0,Pilates,M,Married,Trades,Tone
20.0,Yoga,M,Single,Other,Tone
27.0,Zumba,F,Single,Other,Lose Weight
51.0,Yoga,F,Married,Other,Tone
33.0,Zumba,F,Single,Professional,Lose Weight
21.0,Zumba,F,Single,Professional,Lose Weight
25.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
32.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
32.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
32.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
22.0,Yoga,F,Married,Other,Tone
26.0,Zumba,F,Single,Other,Lose Weight
22.0,Yoga,M,Single,Sales,Tone
22.0,Yoga,M,Single,Sales,Maintain
25.0,Zumba,M,Single,Student,Lose Weight
25.0,Zumba,M,Single,Student,Lose Weight
25.0,Zumba,M,Single,Student,Build Muscle
26.0,Yoga,F,Married,Other,Tone
26.0,Yoga,F,Married,Other,Tone
62.0,Yoga,F,Married,Other,Tone
21.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
21.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
31.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
31.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
19.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
19.0,Zumba,M,Single,Professional,Build Muscle
25.0,Yoga,F,Single,Other,Tone
25.0,Pilates,F,Single,Other,Lose Weight
35.0,Zumba,F,Single,Professional,Lose Weight
28.0,Yoga,M,Single,Sales,Tone
28.0,Yoga,M,Single,Sales,Tone
24.0,Yoga,M,Single,Other,Tone
37.0,Bodybuilding Bootcamp,F,Married,Other,Maintain
36.0,Yoga,M,Married,Professional,Tone
36.0,Yoga,M,Married,Professional,Tone
36.0,Yoga,M,Married,Professional,Tone
40.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
37.0,Zumba,M,Married,Other,Lose Weight
67.0,Yoga,F,Married,Other,Tone
24.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
24.0,Yoga,M,Single,Other,Tone
23.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
34.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
19.0,Yoga,M,Single,Other,Tone
37.0,Zumba,F,Single,Retail,Build Muscle
20.0,Zumba,F,Single,Other,Lose Weight
38.0,Zumba,F,Married,Professional,Lose Weight
25.0,Zumba,F,Single,Other,Build Muscle
27.0,Zumba,F,Single,Professional,Lose Weight
33.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
33.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
33.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
20.0,Zumba,F,Single,Other,Lose Weight
31.0,Yoga,M,Single,Other,Tone
42.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
21.0,Zumba,M,Single,Student,Build Muscle
48.0,Pilates,M,Unspecified,Other,Maintain
48.0,Pilates,M,Unspecified,Other,Tone
48.0,Pilates,M,Unspecified,Other,Tone
49.0,Yoga,F,Married,Other,Lose Weight
49.0,Bodybuilding Bootcamp,F,Married,Hospitality,Tone
38.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
38.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
31.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
24.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
24.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
24.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
24.0,Bodybuilding Bootcamp,F,Single,Other,Tone
25.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
25.0,Bodybuilding Bootcamp,M,Single,Other,Lose Weight
19.0,Yoga,M,Single,Student,Tone
30.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
30.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
44.0,Yoga,M,Single,Other,Tone
26.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
36.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
42.0,Yoga,M,Single,Other,Lose Weight
42.0,Yoga,M,Single,Other,Build Muscle
38.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
39.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
45.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
20.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
33.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
47.0,Zumba,F,Married,Retired,Lose Weight
34.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
25.0,Zumba,F,Married,Professional,Lose Weight
25.0,Zumba,F,Single,Professional,Lose Weight
19.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
19.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
27.0,Bodybuilding Bootcamp,M,Married,Professional,Build Muscle
47.0,Bodybuilding Bootcamp,F,Unspecified,Hospitality,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
29.0,Bodybuilding Bootcamp,M,Married,Professional,Maintain
19.0,Zumba,F,Single,Student,Lose Weight
34.0,Yoga,M,Single,Professional,Tone
34.0,Yoga,M,Single,Professional,Tone
46.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
46.0,Bodybuilding Bootcamp,F,Married,Executive,Lose Weight
52.0,Pilates,F,Married,Other,Tone
38.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
38.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
43.0,Yoga,M,Single,Sales,Tone
30.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
31.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
31.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
31.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
24.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
29.0,Bodybuilding Bootcamp,F,Single,Hospitality,Build Muscle
39.0,Bodybuilding Bootcamp,F,Unspecified,Other,Build Muscle
39.0,Bodybuilding Bootcamp,F,Unspecified,Other,Tone
39.0,Bodybuilding Bootcamp,F,Unspecified,Other,Build Muscle
62.0,Zumba,F,Married,Other,Build Muscle
29.0,Zumba,F,Single,Professional,Lose Weight
51.0,Zumba,F,Married,Other,Lose Weight
52.0,Yoga,F,Married,Other,Build Muscle
52.0,Yoga,F,Married,Other,Tone
46.0,Yoga,F,Married,Other,Tone
46.0,Yoga,F,Married,Other,Tone
22.0,Bodybuilding Bootcamp,M,Single,Professional,Tone
52.0,Yoga,F,Married,Other,Tone
23.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
29.0,Yoga,M,Single,Trades,Tone
40.0,Bodybuilding Bootcamp,M,Married,Sales,Tone
37.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Sales,Tone
56.0,Pilates,M,Married,Other,Tone
27.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
27.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
52.0,Yoga,F,Married,Other,Tone
27.0,Zumba,F,Single,Professional,Lose Weight
20.0,Yoga,M,Single,Trades,Maintain
44.0,Pilates,M,Married,Trades,Tone
44.0,Pilates,M,Married,Trades,Tone
40.0,Bodybuilding Bootcamp,M,Married,Trades,Maintain
38.0,Bodybuilding Bootcamp,M,Married,Sales,Lose Weight
19.0,Yoga,M,Single,Sales,Tone
19.0,Yoga,M,Single,Sales,Lose Weight
24.0,Zumba,M,Single,Student,Build Muscle
48.0,Zumba,F,Married,Other,Lose Weight
27.0,Yoga,F,Single,Student,Tone
27.0,Zumba,F,Single,Student,Lose Weight
27.0,Zumba,F,Single,Student,Lose Weight
27.0,Spin Class,F,Single,Student,Lose Weight
39.0,Zumba,F,Single,Other,Lose Weight
33.0,Yoga,M,Married,Professional,Tone
33.0,Pilates,M,Married,Professional,Build Muscle
27.0,Zumba,F,Married,Sales,Build Muscle
26.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
33.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
34.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
39.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
42.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
28.0,Bodybuilding Bootcamp,M,Single,Professional,Tone
23.0,Zumba,M,Single,Student,Build Muscle
41.0,Bodybuilding Bootcamp,F,Married,Executive,Lose Weight
41.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
46.0,Yoga,F,Married,Other,Build Muscle
66.0,Zumba,F,Unspecified,Hospitality,Lose Weight
66.0,Zumba,F,Unspecified,Hospitality,Build Muscle
43.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
43.0,Zumba,M,Married,Other,Lose Weight
37.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
43.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
21.0,Zumba,M,Single,Student,Lose Weight
42.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
27.0,Yoga,M,Single,Trades,Tone
20.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
20.0,Yoga,M,Single,Other,Tone
28.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
31.0,Bodybuilding Bootcamp,M,Married,Trades,Maintain
26.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
23.0,Yoga,M,Single,Sales,Tone
35.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
35.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
58.0,Pilates,M,Married,Other,Tone
49.0,Zumba,F,Married,Other,Build Muscle
41.0,Zumba,F,Married,Retired,Build Muscle
63.0,Zumba,F,Married,Retired,Tone
38.0,Bodybuilding Bootcamp,F,Married,Other,Tone
30.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
27.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
27.0,Bodybuilding Bootcamp,F,Single,Other,Tone
33.0,Zumba,M,Married,Sales,Build Muscle
33.0,Zumba,M,Married,Sales,Build Muscle
44.0,Pilates,M,Married,Other,Tone
24.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
24.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
44.0,Yoga,F,Married,Other,Tone
44.0,Yoga,F,Married,Other,Tone
35.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
24.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
24.0,Yoga,M,Single,Other,Tone
44.0,Pilates,M,Married,Trades,Tone
44.0,Pilates,M,Married,Trades,Tone
44.0,Pilates,M,Married,Trades,Tone
25.0,Bodybuilding Bootcamp,F,Single,Other,Tone
25.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
25.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
25.0,Bodybuilding Bootcamp,F,Single,Other,Maintain
41.0,Yoga,M,Single,Sales,Tone
41.0,Yoga,M,Single,Sales,Tone
41.0,Bodybuilding Bootcamp,M,Single,Sales,Build Muscle
41.0,Yoga,M,Single,Sales,Tone
41.0,Yoga,M,Single,Sales,Tone
41.0,Yoga,M,Single,Sales,Lose Weight
40.0,Yoga,M,Married,Professional,Tone
39.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
43.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
43.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
40.0,Yoga,M,Married,Professional,Build Muscle
24.0,Zumba,M,Single,Student,Lose Weight
39.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
29.0,Zumba,F,Single,Professional,Lose Weight
29.0,Zumba,F,Single,Professional,Lose Weight
26.0,Zumba,F,Single,Student,Build Muscle
27.0,Yoga,M,Single,Trades,Tone
27.0,Yoga,M,Single,Trades,Tone
27.0,Yoga,M,Single,Trades,Tone
22.0,Bodybuilding Bootcamp,M,Single,Trades,Lose Weight
37.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
33.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
25.0,Zumba,F,Single,Retail,Lose Weight
33.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
43.0,Pilates,M,Married,Executive,Maintain
42.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
25.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
25.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
24.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
24.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
38.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
28.0,Zumba,F,Single,Professional,Build Muscle
37.0,Zumba,F,Single,Other,Lose Weight
36.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
36.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
29.0,Bodybuilding Bootcamp,F,Single,Retail,Tone
29.0,Yoga,F,Single,Retail,Tone
38.0,Bodybuilding Bootcamp,F,Married,Sales,Build Muscle
31.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
34.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
47.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
47.0,Yoga,F,Married,Other,Lose Weight
26.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
47.0,Zumba,F,Married,Professional,Build Muscle
41.0,Yoga,M,Married,Professional,Tone
44.0,Yoga,F,Married,Other,Tone
31.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
31.0,Pilates,F,Married,Other,Tone
23.0,Zumba,F,Single,Student,Lose Weight
42.0,Zumba,F,Unspecified,Hospitality,Build Muscle
44.0,Zumba,F,Unspecified,Hospitality,Lose Weight
44.0,Zumba,F,Unspecified,Hospitality,Lose Weight
46.0,Yoga,M,Married,Professional,Tone
46.0,Yoga,M,Married,Professional,Tone
58.0,Yoga,M,Married,Professional,Tone
58.0,Pilates,M,Married,Professional,Tone
28.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
42.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
42.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
41.0,Pilates,M,Married,Other,Tone
41.0,Pilates,M,Married,Other,Tone
27.0,Zumba,F,Single,Professional,Build Muscle
65.0,Zumba,F,Married,Retired,Lose Weight
37.0,Zumba,F,Single,Other,Build Muscle
30.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
37.0,Zumba,F,Married,Professional,Build Muscle
37.0,Zumba,F,Married,Professional,Lose Weight
28.0,Zumba,F,Single,Professional,Lose Weight
20.0,Bodybuilding Bootcamp,M,Single,Trades,Maintain
20.0,Bodybuilding Bootcamp,M,Single,Trades,Tone
55.0,Pilates,M,Married,Other,Tone
55.0,Pilates,M,Married,Other,Lose Weight
55.0,Pilates,M,Married,Other,Tone
40.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
22.0,Yoga,M,Single,Other,Tone
25.0,Yoga,F,Married,Other,Tone
43.0,Bodybuilding Bootcamp,M,Married,Other,Tone
24.0,Zumba,F,Single,Other,Lose Weight
41.0,Yoga,M,Single,Other,Tone
41.0,Yoga,M,Single,Other,Tone
36.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
36.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
24.0,Yoga,M,Single,Retail,Tone
24.0,Yoga,M,Single,Retail,Tone
24.0,Yoga,M,Single,Retail,Tone
21.0,Yoga,M,Single,Sales,Tone
21.0,Yoga,M,Single,Sales,Lose Weight
41.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
26.0,Zumba,F,Single,Student,Lose Weight
49.0,Pilates,M,Married,Retired,Tone
49.0,Pilates,M,Married,Retired,Maintain
33.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
33.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
58.0,Pilates,M,Married,Trades,Tone
58.0,Pilates,M,Married,Trades,Tone
36.0,Yoga,M,Married,Professional,Build Muscle
48.0,Pilates,M,Married,Trades,Tone
48.0,Pilates,M,Married,Trades,Tone
19.0,Zumba,F,Single,Other,Build Muscle
25.0,Yoga,F,Single,Other,Lose Weight
55.0,Pilates,M,Unspecified,Other,Tone
55.0,Pilates,M,Unspecified,Other,Tone
55.0,Pilates,M,Unspecified,Other,Tone
43.0,Zumba,F,Unspecified,Hospitality,Lose Weight
20.0,Yoga,M,Single,Sales,Lose Weight
41.0,Zumba,F,Married,Professional,Lose Weight
21.0,Yoga,M,Single,Other,Tone
46.0,Pilates,M,Married,Trades,Tone
32.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
26.0,Bodybuilding Bootcamp,M,Single,Other,Tone
20.0,Zumba,F,Single,Other,Build Muscle
19.0,Bodybuilding Bootcamp,F,Single,Hospitality,Build Muscle
19.0,Bodybuilding Bootcamp,F,Single,Hospitality,Build Muscle
19.0,Bodybuilding Bootcamp,F,Single,Hospitality,Build Muscle
19.0,Bodybuilding Bootcamp,F,Single,Hospitality,Build Muscle
59.0,Pilates,M,Married,Other,Tone
45.0,Yoga,M,Unspecified,Trades,Tone
45.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Executive,Tone
40.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
41.0,Bodybuilding Bootcamp,M,Married,Executive,Lose Weight
41.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
30.0,Zumba,F,Married,Professional,Lose Weight
30.0,Zumba,F,Married,Professional,Build Muscle
26.0,Yoga,F,Married,Sales,Tone
26.0,Yoga,F,Married,Sales,Tone
26.0,Yoga,M,Single,Trades,Tone
29.0,Bodybuilding Bootcamp,M,Single,Other,Tone
34.0,Zumba,F,Single,Professional,Build Muscle
20.0,Zumba,F,Single,Professional,Lose Weight
30.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
30.0,Bodybuilding Bootcamp,F,Married,Executive,Maintain
30.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
25.0,Zumba,F,Single,Professional,Lose Weight
25.0,Zumba,F,Single,Professional,Lose Weight
25.0,Zumba,F,Single,Professional,Build Muscle
45.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
45.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
45.0,Bodybuilding Bootcamp,F,Married,Hospitality,Maintain
37.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
38.0,Yoga,F,Married,Other,Lose Weight
28.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
35.0,Zumba,F,Single,Other,Lose Weight
61.0,Zumba,F,Married,Other,Lose Weight
61.0,Yoga,F,Married,Other,Tone
20.0,Yoga,M,Single,Other,Tone
20.0,Yoga,M,Single,Other,Tone
29.0,Zumba,F,Single,Professional,Build Muscle
22.0,Zumba,F,Single,Other,Lose Weight
37.0,Zumba,F,Single,Other,Lose Weight
24.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
24.0,Bodybuilding Bootcamp,M,Single,Executive,Maintain
26.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
27.0,Bodybuilding Bootcamp,M,Single,Other,Lose Weight
43.0,Zumba,F,Married,Professional,Build Muscle
59.0,Yoga,F,Married,Other,Tone
41.0,Zumba,F,Married,Professional,Lose Weight
41.0,Zumba,F,Married,Professional,Build Muscle
30.0,Bodybuilding Bootcamp,F,Married,Other,Lose Weight
30.0,Bodybuilding Bootcamp,F,Married,Other,Maintain
30.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
30.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
30.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
25.0,Bodybuilding Bootcamp,M,Single,Professional,Maintain
25.0,Bodybuilding Bootcamp,M,Single,Professional,Lose Weight
42.0,Bodybuilding Bootcamp,M,Married,Sales,Tone
45.0,Zumba,F,Married,Professional,Tone
38.0,Zumba,F,Unspecified,Hospitality,Tone
34.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
20.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
20.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
33.0,Zumba,F,Single,Other,Lose Weight
31.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
31.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
28.0,Yoga,M,Single,Trades,Maintain
35.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
35.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
26.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
25.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
33.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
43.0,Zumba,F,Married,Professional,Build Muscle
31.0,Yoga,M,Single,Other,Build Muscle
37.0,Yoga,M,Single,Professional,Build Muscle
29.0,Yoga,M,Single,Retail,Tone
19.0,Yoga,M,Single,Retail,Tone
59.0,Yoga,F,Married,Other,Tone
40.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Sales,Tone
36.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
44.0,Zumba,F,Unspecified,Hospitality,Build Muscle
37.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
30.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
47.0,Yoga,M,Married,Professional,Tone
21.0,Zumba,M,Single,Student,Lose Weight
21.0,Zumba,M,Single,Student,Build Muscle
21.0,Zumba,M,Single,Student,Build Muscle
47.0,Zumba,F,Unspecified,Hospitality,Build Muscle
24.0,Yoga,F,Unspecified,Other,Tone
44.0,Zumba,F,Married,Retired,Lose Weight
44.0,Zumba,F,Married,Retired,Lose Weight
35.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
58.0,Pilates,M,Married,Other,Tone
39.0,Yoga,M,Single,Professional,Tone
39.0,Yoga,M,Single,Professional,Tone
39.0,Yoga,M,Single,Professional,Tone
39.0,Yoga,M,Single,Professional,Tone
39.0,Bodybuilding Bootcamp,F,Married,Other,Tone
